Property Type,Region,Avg Sale To List,Homes Sold,Inventory,Median Dom,Median List Ppsf,Median List Price,Median Sale Ppsf,Median Sale Price,months_of_supply,New Listings,off_market_in_two_weeks,pending_sales,Period Begin,Period Duration,Period End,Price Drops,Sold Above List
All Residential,"Chicago, IL - North Side",0.94979463,697,2124,120,237.5,374500,204.9883884,$325K,,1838,0.133428981,1377,1/1/2012,90,3/31/2012,,0.116212339
All Residential,"Chicago, IL - The Loop",0.964091496,132,332,91,306.6462168,349000,272.4389936,$290K,,313,0.25,199,1/1/2012,90,3/31/2012,,0.196969697
All Residential,"Chicago, IL - Bryn Mawr Historic District",0.944314643,8,30,105,141.5833333,199900,97.70833333,$89K,,16,0.125,21,1/1/2012,90,3/31/2012,,0.125
All Residential,"Chicago, IL - Schorsch Village",0.956642998,18,40,126.5,120.8571864,177700,125.7536606,$159K,,34,0.111111111,27,1/1/2012,90,3/31/2012,,0.222222222
All Residential,"Chicago, IL - Pilsen",0.954413342,23,56,90,91.93236715,140000,59.60500142,$135K,,37,0.173913043,39,1/1/2012,90,3/31/2012,,0.260869565
All Residential,"Chicago, IL - South Austin",0.967049548,48,142,46.5,27.81775694,52000,17.86693688,$32K,,100,0.1875,83,1/1/2012,90,3/31/2012,,0.1875
All Residential,"Chicago, IL - Calumet Heights",0.928540519,34,52,59,54.41826215,69000,52.08333333,$61K,,52,0.264705882,43,1/1/2012,90,3/31/2012,,0.117647059
All Residential,"Chicago, IL - River North",0.968439832,68,145,123,284.7113885,375000,257.0454545,$282K,,156,0.191176471,135,1/1/2012,90,3/31/2012,,0.25
All Residential,"Chicago, IL - K-Town",0.878538456,4,19,56,19.54202848,59500,33.29252635,$111K,,14,0.25,4,1/1/2012,90,3/31/2012,,0
All Residential,"Chicago, IL - South Lawndale / Little Village",0.955368488,48,107,63,35.82535885,64900,30.43498455,$52K,,79,0.25,76,1/1/2012,90,3/31/2012,,0.270833333
All Residential,"Chicago, IL - West Pullman",0.959886325,54,192,50,27.68817204,31000,21.70138889,$22K,,120,0.203703704,84,1/1/2012,90,3/31/2012,,0.277777778
All Residential,"Chicago, IL - Burnside",1.03001133,4,19,205,79.28118393,138000,58.49501204,$71K,,7,0,6,1/1/2012,90,3/31/2012,,0.25
All Residential,"Chicago, IL - Fernwood",1.059107203,20,48,45,32.56263789,37250,10.90221602,$12K,,44,0.25,30,1/1/2012,90,3/31/2012,,0.4
All Residential,"Chicago, IL - Edgewater Beach",0.937396404,71,194,90,124.5189655,122400,86.19047619,$85K,,130,0.098591549,116,1/1/2012,90,3/31/2012,,0.169014085
All Residential,"Chicago, IL - Sheridan Station Corridor",0.98108561,6,12,176,196.7419355,310000,218.5705169,$313K,,10,0.166666667,7,1/1/2012,90,3/31/2012,,0.333333333
All Residential,"Chicago, IL - Archer Highlands",0.880622735,4,9,67.5,76.42857143,129900,65.15121085,$99K,,11,0.25,9,1/1/2012,90,3/31/2012,,0
All Residential,"Chicago, IL - South Deering",0.900231777,15,40,62,29.9,29375,25.88614393,$24K,,40,0.266666667,32,1/1/2012,90,3/31/2012,,0.133333333
All Residential,"Chicago, IL - Scottsdale",0.93025602,13,71,133,97.27272727,114900,92.63657957,$90K,,47,0.076923077,35,1/1/2012,90,3/31/2012,,0.153846154
All Residential,"Chicago, IL - Wrightwood",0.957730365,7,36,54,74.32291667,109950,84.38818565,$101K,,28,0,22,1/1/2012,90,3/31/2012,,0.142857143
All Residential,"Chicago, IL - Gold Coast",0.912709742,54,224,136,313.1950808,427450,226.25,$299K,,142,0.037037037,105,1/1/2012,90,3/31/2012,,0.018518519
All Residential,"Chicago, IL - Uptown",0.959346225,110,353,152.5,175.92,218500,140.5714286,$169K,,284,0.063636364,184,1/1/2012,90,3/31/2012,,0.190909091
All Residential,"Chicago, IL - North Kenwood",1.069633187,10,32,30,93.88888889,135000,73.18376068,$166K,,25,0.3,18,1/1/2012,90,3/31/2012,,0.5
All Residential,"Chicago, IL - Sheridan Park",0.974360598,16,67,165.5,164.6666667,245000,144.8648649,$132K,,57,0.0625,27,1/1/2012,90,3/31/2012,,0.4375
All Residential,"Chicago, IL - Prairie District",0.944728809,17,34,82,223.9834025,239900,174.1666667,$225K,,31,0.058823529,27,1/1/2012,90,3/31/2012,,0.235294118
All Residential,"Chicago, IL - Brainerd",0.872464968,20,45,71,38.92853629,65000,33.29980843,$39K,,26,0.1,35,1/1/2012,90,3/31/2012,,0.2
All Residential,"Chicago, IL - East Garfield Park",0.91831366,35,91,104,32.91137856,49950,21.44168676,$40K,,62,0.2,58,1/1/2012,90,3/31/2012,,0.285714286
All Residential,"Chicago, IL - Belmont Gardens",0.932845039,18,61,85,101.6968326,152250,82.55715495,$154K,,42,0.222222222,38,1/1/2012,90,3/31/2012,,0.111111111
All Residential,"Chicago, IL - Morgan Park",0.971167582,31,100,66,91.56777283,120000,65.18404908,$80K,,68,0.096774194,45,1/1/2012,90,3/31/2012,,0.258064516
All Residential,"Chicago, IL - Hyde Park Kenwood Historic District",0.937845774,29,162,162,155.7174965,245000,82.14285714,$124K,,93,0.068965517,68,1/1/2012,90,3/31/2012,,0.137931034
All Residential,"Chicago, IL - Graceland West",0.914614811,5,25,77,219.56616,387499.5,179.4642857,$228K,,24,0,8,1/1/2012,90,3/31/2012,,0
All Residential,"Chicago, IL - Jefferson Park",0.950664053,47,114,94,146.0769231,209000,126.5474553,$170K,,94,0.106382979,87,1/1/2012,90,3/31/2012,,0.255319149
All Residential,"Chicago, IL - Tri-taylor",0.875969865,12,29,101,72,87450,64.28658093,$78K,,20,0.083333333,24,1/1/2012,90,3/31/2012,,0.25
All Residential,"Chicago, IL - Portage Park",0.946922245,103,236,87,123.8551182,192950,108.0978261,$164K,,180,0.194174757,190,1/1/2012,90,3/31/2012,,0.242718447
All Residential,"Chicago, IL - West Town",0.948343706,236,545,134,220.4164667,350000,191.9871795,$322K,,493,0.105932203,433,1/1/2012,90,3/31/2012,,0.11814346
All Residential,"Chicago, IL - West Lake View",0.963171786,12,49,146.5,253.1363636,379700,232.1212121,$438K,,44,0,32,1/1/2012,90,3/31/2012,,0.083333333
All Residential,"Chicago, IL - North Lawndale",1.00853927,38,114,81,20.75,49900,16.04458269,$29K,,85,0.105263158,66,1/1/2012,90,3/31/2012,,0.263157895
All Residential,"Chicago, IL - Bowmanville",1.008952015,10,25,206,206.25,314950,134.375,$249K,,18,0,15,1/1/2012,90,3/31/2012,,0.1
All Residential,"Chicago, IL - Sheffield",0.945499072,24,91,113.5,320.6766382,562000,348.7338979,$751K,,82,0.083333333,54,1/1/2012,90,3/31/2012,,0.041666667
All Residential,"Chicago, IL - Galewood",0.939306654,30,82,97,92.75362319,123900,85.65310493,$83K,,61,0.2,54,1/1/2012,90,3/31/2012,,0.2
All Residential,"Chicago, IL - Wicker Park",0.953475183,58,142,161.5,246.8664793,410000,227.9003268,$372K,,137,0.051724138,123,1/1/2012,90,3/31/2012,,0.103448276
All Residential,"Chicago, IL - Belmont Terrace",1.067747342,6,6,25.5,131.601736,177400,139.6410429,$166K,,6,0.333333333,11,1/1/2012,90,3/31/2012,,0.5
All Residential,"Chicago, IL - Carl Sandburg Village",0.944167367,19,28,90,217.6470588,167000,202.2857143,$177K,,26,0.263157895,27,1/1/2012,90,3/31/2012,,0.157894737
All Residential,"Chicago, IL - New City / Back of the Yards",0.947084628,52,130,53,22.21996753,39500,13.69047619,$25K,,85,0.192307692,70,1/1/2012,90,3/31/2012,,0.25
All Residential,"Chicago, IL - Central Station",0.988825982,29,100,119,293.1089744,380000,266.9491525,$345K,,75,0.068965517,75,1/1/2012,90,3/31/2012,,0.344827586
All Residential,"Chicago, IL - Gage Park",0.999000845,38,97,61,61.46999843,79000,44.49296458,$70K,,71,0.236842105,76,1/1/2012,90,3/31/2012,,0.289473684
All Residential,"Chicago, IL - Little Cassubia",0.846439628,3,8,133,153.2666667,199450,47.24081297,$100K,,8,0,6,1/1/2012,90,3/31/2012,,0
All Residential,"Chicago, IL - The Gap",1.140449438,2,15,10,135.0732601,239000,40.68270717,$103K,,13,1,12,1/1/2012,90,3/31/2012,,0.5
All Residential,"Chicago, IL - Union Ridge",0.890122041,8,32,64.5,172.2491785,244900,142.9720415,$170K,,21,0,21,1/1/2012,90,3/31/2012,,0
All Residential,"Chicago, IL - Avalon Park",0.852708849,14,42,43,53.54166667,70000,29.55284553,$42K,,32,0.142857143,27,1/1/2012,90,3/31/2012,,0
All Residential,"Chicago, IL - Lincoln Square",0.957782034,77,164,109,193.9044118,275000,164.200561,$270K,,149,0.142857143,147,1/1/2012,90,3/31/2012,,0.103896104
All Residential,"Chicago, IL - Humboldt Park",0.946933463,142,358,69,68.93188563,115000,42.85714286,$76K,,289,0.211267606,233,1/1/2012,90,3/31/2012,,0.216783217
All Residential,"Chicago, IL - Far North Side",0.944385647,790,2182,101,151.3657056,199900,110.8280207,$134K,,1659,0.118987342,1468,1/1/2012,90,3/31/2012,,0.173417722
All Residential,"Chicago, IL - Englewood",0.912678122,40,177,63,15.33742331,27950,7.575757576,$17K,,102,0.175,61,1/1/2012,90,3/31/2012,,0.225
All Residential,"Chicago, IL - Rosehill",1.006204257,5,18,68,143.4137931,247450,77.68361582,$100K,,14,0,7,1/1/2012,90,3/31/2012,,0.2
All Residential,"Chicago, IL - Canaryville",1.042989559,7,34,44,89.44099379,139900,30.67932798,$65K,,13,0,8,1/1/2012,90,3/31/2012,,0.428571429
All Residential,"Chicago, IL - Hollywood Park",0.891479551,9,13,107,65.78947368,130000,123.6777868,$110K,,16,0.111111111,13,1/1/2012,90,3/31/2012,,0.111111111
All Residential,"Chicago, IL - Noble Square",0.963864777,19,24,138,207.4070048,350000,206.5217391,$346K,,29,0.105263158,20,1/1/2012,90,3/31/2012,,0.263157895
All Residential,"Chicago, IL - West Humboldt Park",0.922195716,13,37,61,30.58350185,50200,22.60450161,$40K,,32,0.076923077,32,1/1/2012,90,3/31/2012,,0.153846154
All Residential,"Chicago, IL - New East Side",0.948094995,42,108,172,396.055464,499000,370.5211726,$413K,,81,0.238095238,55,1/1/2012,90,3/31/2012,,0.119047619
All Residential,"Chicago, IL - Washington Heights",0.918750776,54,99,57,42.80579617,62450,38.15668602,$40K,,60,0.166666667,74,1/1/2012,90,3/31/2012,,0.222222222
All Residential,"Chicago, IL - Chatham",0.934841388,42,113,83,47.90735212,75000,35.31746032,$54K,,96,0.119047619,79,1/1/2012,90,3/31/2012,,0.071428571
All Residential,"Chicago, IL - Northwest Side",0.959127799,442,1070,77,113.2666667,165450,98.92923538,$145K,,863,0.196832579,872,1/1/2012,90,3/31/2012,,0.239819005
All Residential,"Chicago, IL - Nortown",0.887024396,8,16,115.5,56.57142857,49950,46.23114631,$51K,,8,0.25,14,1/1/2012,90,3/31/2012,,0.125
All Residential,"Chicago, IL - Ukrainian Village",0.94712173,26,47,164,221.1309524,349000,164.9681529,$322K,,35,0.076923077,35,1/1/2012,90,3/31/2012,,0.115384615
All Residential,"Chicago, IL",0.948252292,1562,13633,92,136.5638767,191450,92.11354297,$134K,8.7,3588,0.158770807,3303,2/1/2012,30,2/29/2012,0.210738649,0.200384123
All Residential,"Chicago, IL - Pullman",0.991925272,5,53,127,45.56361607,54500,39.37007874,$40K,,28,0,17,2/1/2012,90,4/30/2012,,0.4
All Residential,"Chicago, IL - Bridgeport",0.954510845,31,106,71,156.7238095,299000,112.5,$222K,,91,0.35483871,54,2/1/2012,90,4/30/2012,,0.193548387
All Residential,"Chicago, IL - West DePaul",0.934562824,15,18,100,263.3076923,499500,286.6761364,$720K,,20,0.066666667,21,2/1/2012,90,4/30/2012,,0
All Residential,"Chicago, IL - Wrightwood",0.980104576,25,72,225,305.5992196,499450,259.375,$389K,,68,0.12,52,2/1/2012,90,4/30/2012,,0.08
All Residential,"Chicago, IL - Kosciuszko Park",0.971281192,14,25,115.5,87.33121525,158000,68.72669153,$130K,,27,0.142857143,30,2/1/2012,90,4/30/2012,,0.357142857
All Residential,"Chicago, IL - Little Village",0.96507167,40,100,56,34.03409091,59900,30.08087666,$51K,,78,0.35,72,2/1/2012,90,4/30/2012,,0.35
All Residential,"Chicago, IL - Old Town Triangle",0.922044287,29,60,70,302.0238095,399000,262.7118644,$356K,,57,0.137931034,51,2/1/2012,90,4/30/2012,,0
All Residential,"Chicago, IL - Loyola",0.963905976,64,164,79,99.97619048,99900,60.35714286,$67K,,130,0.1875,120,2/1/2012,90,4/30/2012,,0.234375
All Residential,"Chicago, IL - Belmont Terrace",1.047912461,6,6,23,125,159900,147.7272727,$183K,,5,0.5,9,2/1/2012,90,4/30/2012,,0.428571429
All Residential,"Chicago, IL - Hermosa",0.943288969,25,81,104,101.0051918,129777,53.3428165,$86K,,58,0.16,59,2/1/2012,90,4/30/2012,,0.230769231
All Residential,"Chicago, IL - Andersonville",0.945068349,36,89,152,222.2219444,329900,159.6559709,$257K,,79,0.055555556,45,2/1/2012,90,4/30/2012,,0.055555556
All Residential,"Chicago, IL - Wildwood",0.927601456,15,20,117,265.1149087,377000,249.4427214,$355K,,20,0,16,2/1/2012,90,4/30/2012,,0.066666667
All Residential,"Chicago, IL - Ranch Triangle",0.949034845,9,45,30,321.7391304,579000,297.8723404,$560K,,43,0.222222222,33,2/1/2012,90,4/30/2012,,0
All Residential,"Chicago, IL - Lathrop",0.948729375,41,102,153,263.612799,499000,223.8430343,$550K,,101,0.12195122,87,2/1/2012,90,4/30/2012,,0.097560976
All Residential,"Chicago, IL - Horner Park",0.888105944,5,12,184,237.8571429,529000,282.6402222,$495K,,12,0,14,2/1/2012,90,4/30/2012,,0
All Residential,"Chicago, IL - Cragin",0.98982216,67,122,36,88.16666667,143950,82.30452675,$135K,,102,0.298507463,115,2/1/2012,90,4/30/2012,,0.28358209
All Residential,"Chicago, IL - West Walker",0.926794033,10,18,142.5,191.0039113,401750,97.63617677,$151K,,14,0.2,16,2/1/2012,90,4/30/2012,,0.2
All Residential,"Chicago, IL - Humboldt Park",0.948081643,155,335,61,64.83013321,119000,46.58385093,$78K,,271,0.2,247,2/1/2012,90,4/30/2012,,0.205128205
All Residential,"Chicago, IL - Galewood",0.94153552,30,77,82.5,83.33333333,116500,78.26887661,$95K,,50,0.166666667,59,2/1/2012,90,4/30/2012,,0.2
All Residential,"Chicago, IL - Belmont Heights",0.955068883,39,58,89,137.4375,183900,121.5277778,$135K,,53,0.179487179,52,2/1/2012,90,4/30/2012,,0.153846154
All Residential,"Chicago, IL - South Chicago",0.95411232,49,131,104,34.30788878,44450,16.32409333,$23K,,72,0.12244898,56,2/1/2012,90,4/30/2012,,0.265306122
All Residential,"Chicago, IL - Buena Park",0.939865559,34,83,118,181.6310052,198500,134.7834711,$166K,,66,0.147058824,54,2/1/2012,90,4/30/2012,,0.117647059
All Residential,"Chicago, IL - Goose Island",1.006700093,15,22,137,249.9242424,329900,231.1594203,$284K,,23,0.133333333,25,2/1/2012,90,4/30/2012,,0.533333333
All Residential,"Chicago, IL - Gladstone Park",0.926720725,3,9,160,149.5215311,216900,107.6923077,$160K,,12,0.333333333,8,2/1/2012,90,4/30/2012,,0.333333333
All Residential,"Chicago, IL - Oriole Park",0.938138363,11,21,28,206.2843694,269000,155.1670031,$181K,,25,0.090909091,18,2/1/2012,90,4/30/2012,,0.181818182
All Residential,"Chicago, IL - McKinley Park",0.935495653,13,52,36,120.3046953,218500,108.5305435,$126K,,42,0.307692308,28,2/1/2012,90,4/30/2012,,0.153846154
All Residential,"Chicago, IL - Ukrainian Village",0.951641978,29,54,130,204.4130562,325000,200,$360K,,50,0.137931034,39,2/1/2012,90,4/30/2012,,0.103448276
All Residential,"Chicago, IL - Roseland",0.963699395,67,207,65,34.01360544,47975,20.45454546,$26K,,138,0.179104478,93,2/1/2012,90,4/30/2012,,0.23880597
All Residential,"Chicago, IL - North Lawndale",0.994468103,39,122,72,21.00840336,49450,15.33223286,$24K,,89,0.102564103,75,2/1/2012,90,4/30/2012,,0.256410256
All Residential,"Chicago, IL - Roscoe Village",0.959227334,24,58,80,259.3214286,469900,217.2413793,$388K,,69,0.083333333,50,2/1/2012,90,4/30/2012,,0.166666667
All Residential,"Chicago, IL - Park Manor",0.90473578,29,88,94,39.95596101,59900,23.0522024,$40K,,58,0.172413793,43,2/1/2012,90,4/30/2012,,0.275862069
All Residential,"Chicago, IL - East Rogers Park",0.95758189,104,247,108,105.5555556,100249.5,63.33333333,$68K,,192,0.153846154,183,2/1/2012,90,4/30/2012,,0.240384615
All Residential,"Chicago, IL - Kelvyn Park",0.907671928,7,19,48,73.83665966,161750,76.35206787,$150K,,14,0.142857143,12,2/1/2012,90,4/30/2012,,0
All Residential,"Chicago, IL - South Commons",0.922355308,11,15,51,44.875,35400,40,$30K,,16,0.272727273,22,2/1/2012,90,4/30/2012,,0
All Residential,"Chicago, IL - West Garfield Park",0.929101297,22,77,68.5,19.20206275,44950,12.7541374,$31K,,55,0.090909091,30,2/1/2012,90,4/30/2012,,0.363636364
All Residential,"Chicago, IL - Park West",0.927636229,32,121,110.5,280,312000,277.5,$246K,,110,0.09375,72,2/1/2012,90,4/30/2012,,0.09375
All Residential,"Chicago, IL - Peterson Park",0.936486107,6,4,145,146.7631685,249900,161.391648,$228K,,7,0,9,2/1/2012,90,4/30/2012,,0.166666667
All Residential,"Chicago, IL - Lake View",0.948778361,343,772,134.5,237.1130952,349900,212.1111111,$334K,,748,0.119533528,641,2/1/2012,90,4/30/2012,,0.093294461
All Residential,"Chicago, IL - Kilbourn Park",0.938182312,12,17,39.5,110.8093126,199900,82.78457197,$121K,,11,0.333333333,17,2/1/2012,90,4/30/2012,,0.25
All Residential,"Chicago, IL - West Ridge",0.953468264,145,313,64.5,93.6875,99000,63.33333333,$69K,,258,0.172413793,266,2/1/2012,90,4/30/2012,,0.227586207
All Residential,"Chicago, IL - Norwood Park East",0.908498128,29,43,86,165.3304496,219000,132.3654996,$180K,,43,0.172413793,45,2/1/2012,90,4/30/2012,,0.034482759
All Residential,"Chicago, IL - Avondale",0.951984769,81,140,95,118.4782609,184900,80.88225746,$141K,,131,0.24691358,143,2/1/2012,90,4/30/2012,,0.209876543
All Residential,"Chicago, IL - Little Vietnam",0.955101511,9,10,185,172.1780604,276250,152.8571429,$255K,,10,0,8,2/1/2012,90,4/30/2012,,0.111111111
All Residential,"Chicago, IL - West Elsdon",0.958266681,37,73,87,94.03396747,116000,94.90740741,$105K,,54,0.162162162,57,2/1/2012,90,4/30/2012,,0.216216216
All Residential,"Chicago, IL - Woodlawn",0.923536219,41,132,34,37.78045512,80500,20.96033403,$38K,,91,0.219512195,71,2/1/2012,90,4/30/2012,,0.146341463
All Residential,"Chicago, IL - Lincoln Park",0.94610437,231,607,134,298.3870968,479000,258.8235294,$433K,,575,0.125541126,471,2/1/2012,90,4/30/2012,,0.060606061
All Residential,"Chicago, IL - Little Cassubia",0.897626419,4,8,110,179.1984478,244900,50.83884087,$102K,,6,0,8,2/1/2012,90,4/30/2012,,0
All Residential,"Chicago, IL - Little Italy",0.953984339,39,69,87,186.5894133,249497.5,176.9983687,$203K,,64,0.076923077,63,2/1/2012,90,4/30/2012,,0.205128205
All Residential,"Chicago, IL - Old Irving Park",0.97574842,35,70,83,147.7272727,232200,128.1060049,$175K,,68,0.228571429,54,2/1/2012,90,4/30/2012,,0.171428571
All Residential,"Chicago, IL - Lincoln Square",0.965655174,96,177,109,189.9666667,265000,183.8339844,$293K,,185,0.15625,158,2/1/2012,90,4/30/2012,,0.125
All Residential,"Chicago, IL - Jeffrey Manor",0.906556443,17,12,49,21.76165803,20450,25.88614393,$24K,,16,0.117647059,17,2/1/2012,90,4/30/2012,,0.294117647
All Residential,"Chicago, IL - Garfield Ridge",0.943521917,75,136,77,133.2625681,153900,119.1567369,$131K,,109,0.226666667,134,2/1/2012,90,4/30/2012,,0.146666667
All Residential,"Chicago, IL - Albany Park",0.936054755,83,166,116,111,199000,89.63052303,$141K,,146,0.096385542,144,2/1/2012,90,4/30/2012,,0.144578313
All Residential,"Chicago, IL - Marynook",0.89976338,4,7,9,136.984089,143700,66.4829932,$108K,,4,0.75,2,2/1/2012,90,4/30/2012,,0
All Residential,"Chicago, IL - DePaul",0.968549497,23,63,48,354.442344,562000,325.2884615,$625K,,68,0.086956522,51,2/1/2012,90,4/30/2012,,0.086956522
All Residential,"Chicago, IL - Far North Side",0.947394742,951,2170,100.5,153.2954545,209000,119.9740597,$152K,,1893,0.128286015,1686,2/1/2012,90,4/30/2012,,0.16298633
All Residential,"Chicago, IL - LeClaire Courts",1.014492754,1,8,21,63.98809524,65450,69.44444444,$70K,,8,0,9,2/1/2012,90,4/30/2012,,1
All Residential,"Chicago, IL - Graceland West",0.932021435,5,30,77,244.4006813,466450,154.1666667,$225K,,32,0,15,2/1/2012,90,4/30/2012,,0
All Residential,"Chicago, IL - Magnificent Mile",0.934693267,10,48,166.5,346.4603524,499000,340.625,$576K,,31,0,23,2/1/2012,90,4/30/2012,,0
All Residential,"Chicago, IL - Mount Greenwood",0.936317212,27,44,47,166.6625966,184500,147.6923077,$152K,,37,0.333333333,35,2/1/2012,90,4/30/2012,,0.148148148
All Residential,"Chicago, IL - Lower West Side",0.942727997,20,58,91,104.5514722,164493.5,95.12485137,$155K,,48,0,42,2/1/2012,90,4/30/2012,,0.2
All Residential,"Chicago, IL - Edison Park",0.932871343,16,52,226,191.748332,269900,184.3205746,$177K,,57,0.125,47,2/1/2012,90,4/30/2012,,0.1875
All Residential,"Chicago, IL - Logan Square",0.985136891,92,238,76,156.484375,241200,112.685481,$163K,,226,0.22826087,180,2/1/2012,90,4/30/2012,,0.25
All Residential,"Chicago, IL - Brickyard",0.952731284,12,27,113,100.84246,119700,91.2,$123K,,21,0.166666667,23,2/1/2012,90,4/30/2012,,0.083333333
All Residential,"Chicago, IL - Boystown",0.964987525,14,18,150.5,260.7692308,349950,236.25,$253K,,28,0.142857143,23,2/1/2012,90,4/30/2012,,0.071428571
All Residential,"Chicago, IL - Beverly",0.936897511,36,93,108,129.0084777,214828,122.8349628,$216K,,72,0.194444444,61,2/1/2012,90,4/30/2012,,0.166666667
All Residential,"Chicago, IL - Chrysler Village",0.94204698,7,15,155,92.7,92700,138.4451544,$110K,,9,0,6,2/1/2012,90,4/30/2012,,0
All Residential,"Chicago, IL - Hegewisch",0.888182162,12,52,169,95.67307692,110000,59.52380952,$65K,,36,0,25,2/1/2012,90,4/30/2012,,0.166666667
All Residential,"Chicago, IL - Avalon Park",0.871007708,16,47,35,40.23924176,54000,32.29166667,$43K,,31,0.1875,30,2/1/2012,90,4/30/2012,,0.0625
All Residential,"Chicago, IL - Prairie District",0.956460907,16,37,86.5,231.0409678,269900,170.2626309,$189K,,37,0,31,2/1/2012,90,4/30/2012,,0.25
All Residential,"Chicago, IL - Union Ridge",0.930903631,17,26,91,167.9817485,244900,135.7402215,$183K,,21,0.058823529,27,2/1/2012,90,4/30/2012,,0.176470588
All Residential,"Chicago, IL - South Austin",0.970868052,49,139,55,28.06810224,50000,16.23445077,$34K,,106,0.183673469,85,2/1/2012,90,4/30/2012,,0.224489796
