Property Type,Region,Avg Sale To List,Homes Sold,Inventory,Median Dom,Median List Ppsf,Median List Price,Median Sale Ppsf,Median Sale Price,months_of_supply,New Listings,off_market_in_two_weeks,pending_sales,Period Begin,Period Duration,Period End,Price Drops,Sold Above List
All Residential,"Chicago, IL - Beverly",0.962208662,46,70,59,168.4615385,289900,156.1044895,$261K,,45,0.173913043,54,11/1/2018,90,1/31/2019,,0.195652174
All Residential,"Chicago, IL - New City",0.987809825,58,76,25.5,83.75488456,142500,64.99952269,$130K,,80,0.413793103,61,11/1/2018,90,1/31/2019,,0.344827586
All Residential,"Chicago, IL - Armour Square",1.005145769,12,9,13,235.1065163,297450,243.9544513,$281K,,8,0.583333333,7,11/1/2018,90,1/31/2019,,0.416666667
All Residential,"Chicago, IL - Fernwood",0.936608794,33,45,56,72.22222222,112900,77.27272727,$68K,,36,0.272727273,38,11/1/2018,90,1/31/2019,,0.303030303
All Residential,"Chicago, IL - Jefferson Park",0.96954495,51,49,72,231.3432836,310000,187.628866,$310K,,39,0.176470588,52,11/1/2018,90,1/31/2019,,0.098039216
All Residential,"Chicago, IL - Chatham",0.974886631,65,85,31.5,68.07130584,130000,70.52631579,$140K,,89,0.307692308,77,11/1/2018,90,1/31/2019,,0.323076923
All Residential,"Chicago, IL - Marynook",0.940339052,6,5,24,74.25537634,154950,95.03265413,$110K,,6,0.333333333,3,11/1/2018,90,1/31/2019,,0.333333333
All Residential,"Chicago, IL - LeClaire Courts",0.961180031,8,5,28.5,212.8782918,214700,138.9673768,$185K,,4,0.375,6,11/1/2018,90,1/31/2019,,0.25
All Residential,"Chicago, IL - West Lawn",0.986528789,57,63,37,138.3954155,189000,141.087452,$216K,,55,0.298245614,50,11/1/2018,90,1/31/2019,,0.228070175
All Residential,"Chicago, IL - East Ukrainian Village",0.971624897,40,77,78,299.9555556,587000,284.4311377,$545K,,52,0.1,53,11/1/2018,90,1/31/2019,,0.075
All Residential,"Chicago, IL - South Shore",0.956335233,79,123,54,54.48142619,99900,58.82352941,$100K,,105,0.265822785,117,11/1/2018,90,1/31/2019,,0.275
All Residential,"Chicago, IL - Edgewater Beach",0.96004733,103,106,68,182.952183,168000,168.5714286,$160K,,106,0.213592233,131,11/1/2018,90,1/31/2019,,0.067961165
All Residential,"Chicago, IL - Wicker Park",0.979627748,69,100,66.5,382.5467216,633750,298.13625,$568K,,70,0.173913043,71,11/1/2018,90,1/31/2019,,0.130434783
All Residential,"Chicago, IL - West Woodlawn",0.900076143,19,26,55,55.07955936,135000,55.23255814,$165K,,27,0.157894737,20,11/1/2018,90,1/31/2019,,0.105263158
All Residential,"Chicago, IL - Hegewisch",0.945982596,15,28,91,115.0738706,137450,94.51844262,$129K,,22,0.2,20,12/1/2018,90,2/28/2019,,0.266666667
All Residential,"Chicago, IL - South East Ravenswood",0.958478374,4,9,106.5,276.6666667,415000,394.9509804,$951K,,7,0,7,12/1/2018,90,2/28/2019,,0
All Residential,"Chicago, IL - Graceland West",0.957264363,8,24,71,286.1111111,557450,283.9608845,$382K,,22,0.375,11,12/1/2018,90,2/28/2019,,0.25
All Residential,"Chicago, IL - Bridgeport",0.986715733,53,58,44,203.5947982,420000,193.3333333,$353K,,54,0.301886792,50,12/1/2018,90,2/28/2019,,0.245283019
All Residential,"Chicago, IL - Little Village",0.964939492,41,41,36,103.0938834,159900,103.3755274,$187K,,43,0.341463415,55,12/1/2018,90,2/28/2019,,0.268292683
All Residential,"Chicago, IL - River West",0.980788182,11,24,47,295,510000,278.5714286,$445K,,31,0.272727273,20,12/1/2018,90,2/28/2019,,0.090909091
All Residential,"Chicago, IL - Old Town Triangle",0.966514912,22,54,70.5,346.1538462,337900,338.8157895,$279K,,59,0.181818182,33,12/1/2018,90,2/28/2019,,0.181818182
All Residential,"Chicago, IL - Beverly",0.959816661,44,71,79,170.9175,316950,152.014652,$258K,,54,0.159090909,52,12/1/2018,90,2/28/2019,,0.159090909
All Residential,"Chicago, IL - Horner Park",0.940043498,12,16,98,289.3518519,449900,255.8751774,$428K,,15,0.083333333,16,12/1/2018,90,2/28/2019,,0.083333333
All Residential,"Chicago, IL metro area",0.96681438,6119,23478,53,138.7154041,215000,140.625,$228K,3.8,4235,0.233534891,6186,12/1/2018,30,12/31/2018,0.144433086,0.167674457
All Residential,"Chicago, IL - Lake View",0.971268996,292,605,68,289.8671096,419250,282.7380952,$414K,,564,0.150684932,462,12/1/2018,90,2/28/2019,,0.133561644
All Residential,"Chicago, IL - The Gap",1.018557427,4,7,49,166.2962963,273600,173.84375,$466K,,4,0.25,4,12/1/2018,90,2/28/2019,,0.25
All Residential,"Chicago, IL - Pullman",0.948878213,22,23,59.5,56.81818182,79900,41.23648105,$50K,,21,0.272727273,22,12/1/2018,90,2/28/2019,,0.090909091
All Residential,"Chicago, IL - Little Vietnam",0.98623097,5,12,66,219.7722372,359835,269.315,$211K,,12,0.4,9,12/1/2018,90,2/28/2019,,0.2
All Residential,"Chicago, IL - LeClaire Courts",0.957138216,6,4,53.5,115.0793651,169900,180.2910053,$206K,,5,0.333333333,5,12/1/2018,90,2/28/2019,,0.166666667
All Residential,"Chicago, IL - South Side",0.964111106,429,735,52,111.0888889,198500,94.28571429,$185K,,607,0.277389277,562,12/1/2018,90,2/28/2019,,0.211627907
All Residential,"Chicago, IL - West Chatham",0.919844837,5,5,80,63.73307544,106700,96.5,$190K,,8,0.4,8,12/1/2018,90,2/28/2019,,0.4
All Residential,"Chicago, IL - Pulaski Park",0.975356289,11,21,84,249.375,460000,291.3461538,$390K,,21,0.363636364,17,12/1/2018,90,2/28/2019,,0.272727273
All Residential,"Chicago, IL - Buena Park",0.97177834,54,43,55,218.0773745,249000,202.7777778,$213K,,61,0.314814815,71,12/1/2018,90,2/28/2019,,0.092592593
All Residential,"Chicago, IL - Rosehill",0.979892369,5,12,81,163.7857157,390000,157.6470588,$443K,,9,0.2,12,12/1/2018,90,2/28/2019,,0.2
All Residential,"Chicago, IL",0.974033554,2108,8599,58,147.0809207,219900,167.1686747,$250K,4.1,1573,0.226755218,2343,12/1/2018,30,12/31/2018,0.132108385,0.206356736
All Residential,"Chicago, IL - Lincoln Park",0.964674394,204,550,85,362.4241738,649000,333.3333333,$615K,,435,0.147058824,335,12/1/2018,90,2/28/2019,,0.083333333
All Residential,"Chicago, IL - Norwood Park East",0.954436245,25,37,53,238.466197,344500,188.4579439,$285K,,34,0.2,32,12/1/2018,90,2/28/2019,,0.16
All Residential,"Chicago, IL - Rosehill",0.9844098,1,5,34,270.7142857,265000,221,$442K,,5,0,5,12/1/2018,90,2/28/2019,,0
All Residential,"Chicago, IL - Heart of Chicago",0.981185235,25,22,50,209.95,349900,187.5,$310K,,25,0.4,21,12/1/2018,90,2/28/2019,,0.153846154
All Residential,"Chicago, IL - West Side",0.978054734,870,1303,61,235.7024336,375000,169.7198276,$305K,,1338,0.217241379,1207,12/1/2018,90,2/28/2019,,0.235967927
All Residential,"Chicago, IL - Wrigleyville",0.969060265,9,15,72,304.9969292,699000,253.4848485,$423K,,13,0,11,12/1/2018,90,2/28/2019,,0.111111111
All Residential,"Chicago, IL - South Commons",0.934053067,12,4,50.5,98.68421053,82500,125.4545455,$88K,,4,0.25,13,12/1/2018,90,2/28/2019,,0
All Residential,"Chicago, IL - Andersonville",0.968248136,39,68,89.5,287.0792079,482000,245.4545455,$369K,,66,0.153846154,65,12/1/2018,90,2/28/2019,,0.128205128
All Residential,"Chicago, IL - Marynook",0.954056965,4,7,30.5,78.63089732,180900,74.41715543,$85K,,5,0,4,12/1/2018,90,2/28/2019,,0.5
All Residential,"Chicago, IL - DePaul",0.957830557,20,50,104.5,373.7820513,695000,338.1818182,$678K,,39,0.2,32,12/1/2018,90,2/28/2019,,0.05
All Residential,"Chicago, IL - Belmont Gardens",0.989558845,21,19,87.5,187.4137336,294450,176.2069452,$285K,,18,0.19047619,24,12/1/2018,90,2/28/2019,,0.19047619
All Residential,"Chicago, IL - Little Italy",0.984381559,29,59,106,258.4586466,319000,254.1666667,$335K,,49,0.103448276,45,12/1/2018,90,2/28/2019,,0.275862069
All Residential,"Chicago, IL - Logan Square",0.976462805,134,183,49,257.7490552,499000,250.1302142,$467K,,183,0.23880597,186,12/1/2018,90,2/28/2019,,0.119402985
All Residential,"Chicago, IL - Wrightwood",0.973733169,29,78,85,397.4725275,750000,352.2727273,$638K,,55,0.172413793,40,12/1/2018,90,2/28/2019,,0.137931034
All Residential,"Chicago, IL - Ravenswood",0.970351323,53,106,91,268.0341365,539000,257.1428571,$450K,,97,0.150943396,95,12/1/2018,90,2/28/2019,,0.169811321
All Residential,"Chicago, IL - North Mayfair",0.974104235,13,13,62,189.3636364,445000,181.7878788,$321K,,12,0.230769231,15,12/1/2018,90,2/28/2019,,0.153846154
All Residential,"Chicago, IL - Old Hegewisch",0.965802136,9,19,62,113.1443287,149450,94.51844262,$119K,,10,0.333333333,8,12/1/2018,90,2/28/2019,,0.222222222
All Residential,"Chicago, IL - Galewood",0.959739699,27,32,34,163.3879781,240000,160.8118657,$240K,,28,0.222222222,33,12/1/2018,90,2/28/2019,,0.259259259
All Residential,"Chicago, IL - East Rogers Park",0.972117838,83,120,64,174.0384615,199000,162.5,$181K,,112,0.240963855,114,12/1/2018,90,2/28/2019,,0.13253012
All Residential,"Chicago, IL - Bryn Mawr Historic District",0.965677837,6,16,131,202.4763292,350000,175.3181818,$192K,,13,0.166666667,10,12/1/2018,90,2/28/2019,,0.166666667
All Residential,"Chicago, IL - Boystown",0.952563701,9,20,63,290.8484848,405000,323.9329268,$425K,,14,0,13,12/1/2018,90,2/28/2019,,0.111111111
All Residential,"Chicago, IL - Belmont Heights",0.969514122,32,40,68,183.9171906,252000,193.5483871,$264K,,45,0.1875,39,12/1/2018,90,2/28/2019,,0.25
All Residential,"Chicago, IL - Near East Side",0.967128347,31,110,138.5,478.7878788,552500,412.244898,$615K,,72,0.129032258,35,12/1/2018,90,2/28/2019,,0.064516129
All Residential,"Chicago, IL - Washington Park",1.022809791,13,27,36,64.66666667,82450,44.3064877,$70K,,22,0.461538462,17,12/1/2018,90,2/28/2019,,0.230769231
All Residential,"Chicago, IL - Longwood Manor",0.991994369,16,25,33,105.4068895,171199.5,95.23809524,$183K,,28,0.25,34,12/1/2018,90,2/28/2019,,0.375
All Residential,"Chicago, IL - Calumet Heights",1.036977228,36,35,46,105.081304,175750,80.61687105,$128K,,44,0.305555556,49,12/1/2018,90,2/28/2019,,0.333333333
All Residential,"Chicago, IL - West Lawn",0.975073767,43,62,47,152.9364902,199000,133.7166294,$206K,,59,0.209302326,56,12/1/2018,90,2/28/2019,,0.209302326
All Residential,"Chicago, IL - West Pullman",0.950637261,68,111,42,73.54801244,95000,61.11111111,$69K,,98,0.294117647,82,12/1/2018,90,2/28/2019,,0.147058824
All Residential,"Chicago, IL - Roscoe Village",0.971421575,29,66,92,337.955035,675000,275,$520K,,66,0.172413793,47,12/1/2018,90,2/28/2019,,0.068965517
All Residential,"Chicago, IL - Englewood",1.009259737,47,81,63,31.88414659,57500,22.67573696,$43K,,59,0.234042553,55,12/1/2018,90,2/28/2019,,0.340425532
All Residential,"Chicago, IL - Bucktown",0.96861328,53,82,95.5,323.125,604950,288.0863454,$555K,,68,0.113207547,61,12/1/2018,90,2/28/2019,,0.132075472
All Residential,"Chicago, IL - Bronzeville",0.968724218,87,128,65,139.6648045,244950,126.25,$235K,,105,0.172413793,131,12/1/2018,90,2/28/2019,,0.137931034
All Residential,"Chicago, IL - Grand Crossing",0.93342114,24,61,105,62.90481183,124900,57.10251878,$99K,,37,0.25,36,12/1/2018,90,2/28/2019,,0.208333333
All Residential,"Chicago, IL - New City",0.985217978,58,87,39.5,78.53122059,125000,61.11249861,$100K,,82,0.379310345,66,12/1/2018,90,2/28/2019,,0.327586207
All Residential,"Chicago, IL - Northwest Side",0.97444596,471,564,66,186,299900,179.6407186,$290K,,529,0.199575372,571,12/1/2018,90,2/28/2019,,0.184713376
All Residential,"Chicago, IL - South Deering",0.942328115,15,43,80,60.96514546,72450,83.33333333,$90K,,26,0,26,12/1/2018,90,2/28/2019,,0.066666667
All Residential,"Chicago, IL - Ranch Triangle",0.963914759,20,27,94.5,373.9088146,750000,352.1126761,$698K,,23,0.1,24,12/1/2018,90,2/28/2019,,0.05
All Residential,"Chicago, IL - Near North Side",0.971309039,354,1212,94,388.2996962,465000,363.5716709,$400K,,802,0.155367232,535,12/1/2018,90,2/28/2019,,0.209039548
All Residential,"Chicago, IL - Prairie District",1.008510283,21,41,62.5,330.4981774,355000,320.3703704,$403K,,37,0.19047619,31,12/1/2018,90,2/28/2019,,0.523809524
All Residential,"Chicago, IL - Margate Park",0.952611575,33,29,40,189.010989,129900,156.1666667,$125K,,29,0.242424242,29,12/1/2018,90,2/28/2019,,0.121212121
All Residential,"Chicago, IL - East Village",0.974122269,36,65,88,306.9230769,550000,277.2727273,$573K,,71,0.111111111,60,12/1/2018,90,2/28/2019,,0.083333333
All Residential,"Chicago, IL - Woodlawn",0.940090031,45,69,66,105.5882353,186750,69.60370026,$190K,,72,0.311111111,57,12/1/2018,90,2/28/2019,,0.2
All Residential,"Chicago, IL - Pilsen",0.971304976,48,43,56.5,216.6587753,354950,213.6730348,$364K,,42,0.291666667,41,12/1/2018,90,2/28/2019,,0.12244898
All Residential,"Chicago, IL - West DePaul",0.968453653,6,7,83,372.0528846,682000,327.2222222,$585K,,8,0,14,12/1/2018,90,2/28/2019,,0
All Residential,"Chicago, IL - Palmer Square",0.993531246,16,11,37,273.4630589,389900,235.7142857,$572K,,17,0.3125,17,12/1/2018,90,2/28/2019,,0.3125
All Residential,"Chicago, IL - West Elsdon",0.985927213,26,20,18.5,150.125,172450,150.2016129,$177K,,20,0.5,27,12/1/2018,90,2/28/2019,,0.307692308
All Residential,"Chicago, IL - Edgewater",0.966990666,172,201,70,207.195122,259000,190.6664358,$219K,,207,0.162790698,233,12/1/2018,90,2/28/2019,,0.122093023
All Residential,"Chicago, IL - Chinatown",1.01744857,8,10,10,297.2222222,415000,233.8628552,$290K,,7,0.625,4,12/1/2018,90,2/28/2019,,0.5
All Residential,"Chicago, IL - St. Ben's",0.960218274,13,19,136.5,316.9629836,662500,338.1666667,$760K,,18,0.076923077,25,12/1/2018,90,2/28/2019,,0.076923077
All Residential,"Chicago, IL - Dearborn Park",0.962030587,22,34,58,285.106383,419950,271.2,$417K,,26,0.181818182,23,12/1/2018,90,2/28/2019,,0.272727273
All Residential,"Chicago, IL - North Lawndale",0.988160048,49,61,36.5,71.73295455,150000,60.21341463,$160K,,71,0.306122449,74,12/1/2018,90,2/28/2019,,0.346938776
All Residential,"Chicago, IL - Lake View East",0.969383202,169,321,65,256.1904762,279000,247.3684211,$255K,,304,0.130177515,252,12/1/2018,90,2/28/2019,,0.130177515
All Residential,"Chicago, IL - Near South Side",0.999519281,111,204,80.5,323.334688,382450,316.3834626,$371K,,176,0.126126126,156,12/1/2018,90,2/28/2019,,0.486486486
All Residential,"Chicago, IL - Magnificent Mile",0.941612809,14,76,68,430,675000,547.1650933,"$1,147K",,43,0.357142857,13,12/1/2018,90,2/28/2019,,0.071428571
All Residential,"Chicago, IL - Loyola",0.972578431,50,83,60,162.0612745,185000,156.8181818,$181K,,71,0.26,72,12/1/2018,90,2/28/2019,,0.12
All Residential,"Chicago, IL - Irving Park",0.971941521,116,157,88.5,206.0545749,359000,195.0103734,$381K,,143,0.146551724,164,12/1/2018,90,2/28/2019,,0.155172414
All Residential,"Chicago, IL - Wildwood",0.99233255,5,21,63,240.5154639,499900,262.4045802,$425K,,15,0,10,12/1/2018,90,2/28/2019,,0.4
All Residential,"Chicago, IL - Cragin",0.98502917,37,43,54.5,153.9224097,274250,157.1428571,$284K,,42,0.324324324,43,12/1/2018,90,2/28/2019,,0.162162162
All Residential,"Chicago, IL - Lincoln Square",0.970190406,82,144,83,261.0888889,482000,255.3333333,$385K,,132,0.170731707,130,12/1/2018,90,2/28/2019,,0.146341463
All Residential,"Chicago, IL - North Center",0.965763745,99,194,97,328.3829003,589900,275,$520K,,175,0.141414141,153,12/1/2018,90,2/28/2019,,0.070707071
All Residential,"Chicago, IL - Old Town",0.966429473,74,207,74,353.75,499000,336.7902813,$389K,,173,0.148648649,107,12/1/2018,90,2/28/2019,,0.148648649
All Residential,"Chicago, IL - Fuller Park",0.91233911,4,13,7,63.36309524,62450,37.88185953,$58K,,4,0.75,4,12/1/2018,90,2/28/2019,,0.25
All Residential,"Chicago, IL - West Beverly",0.95759175,5,12,109.5,189.6227579,225000,175.1326547,$267K,,9,0.4,12,12/1/2018,90,2/28/2019,,0
All Residential,"Chicago, IL - Budlong Woods",0.966275465,21,21,78,220.4705882,194000,219.25,$255K,,25,0.142857143,22,12/1/2018,90,2/28/2019,,0.095238095
All Residential,"Chicago, IL - New City / Back of the Yards",0.985841132,42,70,41.5,59.82257768,105000,45.37037037,$75K,,62,0.333333333,46,12/1/2018,90,2/28/2019,,0.30952381
All Residential,"Chicago, IL - Norwood Park",0.963571651,73,101,61,229.2757713,349000,214.4607843,$285K,,74,0.123287671,94,12/1/2018,90,2/28/2019,,0.205479452
All Residential,"Chicago, IL - Chrysler Village",1,1,,230,145.75,174900,212.7659574,$170K,,1,0,1,12/1/2018,90,2/28/2019,,0
All Residential,"Chicago, IL - Montclare",0.974602829,23,31,74,180.6307692,267500,175.962963,$253K,,28,0.173913043,29,12/1/2018,90,2/28/2019,,0.130434783
All Residential,"Chicago, IL - Magnolia Glen",0.976429502,14,7,47,228.6177645,202000,245.1470588,$246K,,6,0.071428571,8,12/1/2018,90,2/28/2019,,0.142857143
All Residential,"Chicago, IL - Kilbourn Park",0.967438836,14,6,90,192.5856757,359950,153.1759415,$276K,,8,0.214285714,15,12/1/2018,90,2/28/2019,,0.285714286
All Residential,"Chicago, IL - Homan Square",0.970126724,8,5,76.5,41.64900232,119450,59.30357634,$140K,,8,0.25,10,12/1/2018,90,2/28/2019,,0.5
All Residential,"Chicago, IL - West Walker",0.97189261,12,20,101,177.5555556,265000,172.037037,$385K,,21,0.416666667,19,12/1/2018,90,2/28/2019,,0.083333333
All Residential,"Chicago, IL - Rosemoor",0.997098211,28,35,41,88.54166667,145000,80.52813538,$117K,,33,0.178571429,32,12/1/2018,90,2/28/2019,,0.428571429
All Residential,"Chicago, IL - Roseland",0.970090147,98,172,59,76.14285714,111450,57.59162304,$84K,,140,0.183673469,119,12/1/2018,90,2/28/2019,,0.367346939
All Residential,"Chicago, IL - South Loop",0.994024406,164,294,84,311.84,360000,300,$351K,,236,0.146341463,209,12/1/2018,90,2/28/2019,,0.420731707
All Residential,"Chicago, IL - Ukrainian Village",0.967247047,23,59,90,319.2307692,575000,292.2521739,$465K,,59,0.130434783,45,12/1/2018,90,2/28/2019,,0.130434783
All Residential,"Chicago, IL - Greater Grand Crossing",0.959181706,65,120,38,69.76744186,128950,47.80705679,$75K,,85,0.323076923,74,12/1/2018,90,2/28/2019,,0.307692308
All Residential,"Chicago, IL - West Ridge",0.958121599,109,174,75,144.2432083,210000,150.6666667,$201K,,141,0.119266055,148,12/1/2018,90,2/28/2019,,0.110091743
All Residential,"Chicago, IL - Jeffrey Manor",0.945069016,6,18,37.5,70.07517839,74950,61.93009119,$65K,,12,0,9,12/1/2018,90,2/28/2019,,0.166666667
All Residential,"Chicago, IL - Irving Woods",0.95368758,9,13,36,225.7174393,289250,200.593876,$241K,,12,0.111111111,10,12/1/2018,90,2/28/2019,,0
All Residential,"Chicago, IL - Avalon Park",0.96411795,26,39,67.5,81.21875,180000,87.66470889,$105K,,27,0.153846154,39,12/1/2018,90,2/28/2019,,0.230769231
All Residential,"Chicago, IL - Archer Highlands",0.952092177,1,,67,,,145.3703704,$157K,,,0,1,12/1/2018,90,2/28/2019,,0
All Residential,"Chicago, IL - McKinley Park",0.956940619,19,31,34,170.5128205,375000,180.7142857,$250K,,29,0.368421053,21,12/1/2018,90,2/28/2019,,0.157894737
All Residential,"Chicago, IL - New East Side",0.968766441,37,124,130,464,497250,400.7462687,$510K,,84,0.135135135,45,12/1/2018,90,2/28/2019,,0.081081081
All Residential,"Chicago, IL - South Austin",0.986898632,83,82,29,76.04562738,149900,83.31140351,$136K,,98,0.289156627,96,12/1/2018,90,2/28/2019,,0.297619048
All Residential,"Chicago, IL - The Chicago University",0.998369082,7,8,11,37.73584906,84999,57.59385666,$89K,,9,0.714285714,8,12/1/2018,90,2/28/2019,,0.285714286
All Residential,"Chicago, IL - Norwood Park West",0.970978679,15,12,42,223.4564594,349000,253.0653951,$310K,,11,0.133333333,15,12/1/2018,90,2/28/2019,,0.266666667
All Residential,"Chicago, IL - Canaryville",0.983621146,16,17,27,128.591464,270875,117.8309885,$239K,,20,0.5,20,12/1/2018,90,2/28/2019,,0.375
All Residential,"Chicago, IL - Mount Greenwood",0.965486388,48,50,88,195.4311849,252400,178.9970449,$244K,,40,0.166666667,43,12/1/2018,90,2/28/2019,,0.083333333
All Residential,"Chicago, IL - Portage Park",0.981540226,131,109,57,183.7287234,343900,174.3955466,$310K,,118,0.236641221,143,12/1/2018,90,2/28/2019,,0.183206107
All Residential,"Chicago, IL - East Beverly",0.945385595,8,18,68,130.8153908,179999,88.29884358,$198K,,15,0.375,8,12/1/2018,90,2/28/2019,,0
All Residential,"Chicago, IL - Kosciuszko Park",0.986055832,13,24,35,242.7223029,449500,201.3521458,$465K,,17,0.307692308,18,12/1/2018,90,2/28/2019,,0.153846154
All Residential,"Chicago, IL - Lower West Side",0.971304976,48,43,56.5,216.6587753,354950,213.6730348,$364K,,42,0.291666667,41,12/1/2018,90,2/28/2019,,0.12244898
All Residential,"Chicago, IL - Park Manor",0.96814298,40,70,35.5,78.37837838,122450,49.21259843,$75K,,57,0.35,47,12/1/2018,90,2/28/2019,,0.375
All Residential,"Chicago, IL - Bowmanville",0.986234491,5,16,45,262.9272568,552450,271.1099309,$422K,,8,0.4,7,12/1/2018,90,2/28/2019,,0.2
All Residential,"Chicago, IL - Woodlawn Ridge",0.907331749,5,5,69,91.93445946,189900,84.63008463,$215K,,9,0.2,7,12/1/2018,90,2/28/2019,,0.2
All Residential,"Chicago, IL - Lathrop",0.961589071,46,102,83.5,312.3046875,775000,288.8888889,$705K,,76,0.108695652,75,12/1/2018,90,2/28/2019,,0.043478261
